kigo,pronunciation,season
送りまぜ,おくりまぜ,秋
送南風,おくりまぜ,秋
旋覆花,おぐるま,秋
小車,おぐるま,秋
後れ蚊,おくれか,秋
後れ蠅,おくれはえ,秋
おさけ踊,おけさおどり,秋
おけら鳴く,おけらなく,秋
尾越の鴨,おごしのかも,秋
おさる蟋蟀,おさるこおろぎ,秋
牡鹿,おじか,秋
小鹿,おじか,秋
晩稲守,おしねもり,秋
白粉草,おしろいぐさ,秋
白粉花,おしろいばな,秋
お相撲,おすもう,秋
遅月,おそづき,秋
小田刈,おだかり,秋
小田刈月,おだかりづき,秋
小田刈る,おだかる,秋
小田の雁,おだのかり,秋
小田の刈集,おだのかりずめ,秋
小田守,おだもり,秋
小田守る,おだもる,秋
落鮎,おちあゆ,秋
落鰻,おちうなぎ,秋
落かいず,おちかいず,秋
落栗,おちぐり,秋
落椎,おちしい,秋
落鯛,おちだい,秋
落葉の色,おちばのいろ,秋
落鮒,おちぶな,秋
落穂,おちぼ,秋
落穂拾,おちぼひろい,秋
落穂拾ひ,おちぼひろい,秋
お中元,おちゅうげん,秋
弟草,おとうとぐさ,秋
弟切草,おとぎりそう,秋
男郎花,おとこえし,秋
男七夕,おとこたなばた,秋
男山祭,おとこやままつり,秋
威銃打つ,おどしじゅううつ,秋
威し銃,おどしづつ,秋
威銃,おどしづつ,秋
落し水,おとしみず,秋
囮,おとり,秋
踊,おどり,秋
踊唄,おどりうた,秋
囮籠,おとりかご,秋
踊笠,おどりがさ,秋
踊帷子,おどりかたびら,秋
踊子,おどりこ,秋
御取越,おとりこし,秋
踊太鼓,おどりだいこ,秋
踊手,おどりて,秋
踊の輪,おどりのわ,秋
踊場,おどりば,秋
囮番,おとりばん,秋
踊振,おどりぶり,秋
踊見,おどりみ,秋
囮守,おとりもり,秋
踊浴衣,おどりゆかた,秋
小菜,おな,秋
鬼薊,おにあざみ,秋
鬼胡桃,おにくるみ,秋
鬼縛の実,おにしばりのみ,秋
鬼芒,おにすすき,秋
鬼薄,おにすすき,秋
鬼貫忌,おにつらき,秋
鬼の子,おにのこ,秋
鬼のしこ草,おにのしこぐさ,秋
鬼の醜草,おにのしこぐさ,秋
鬼の捨子,おにのすてご,秋
鬼やんま,おにやんま,秋
苧の実,おのみ,秋
斧虫,おのむし,秋
姥鴫,おばしぎ・うばしぎ,秋
尾花,おばな,秋
尾花が袖,おばながそで,秋
尾花粥,おばながゆ,秋
小花粥,おばながゆ,秋
尾花蛸,おばなだこ,秋
尾花散る,おばなちる,秋
尾花の粥,おばなのかゆ,秋
尾花の波,おばなのなみ,秋
雄ひじは,おひじわ,秋
男星,おぼし,秋
女郎花,おみなえし・じょろうか,秋
女郎花月,おみなえしづき,秋
女郎花の衣,おみなえしのころも,秋
御命講,おめいこう・おみょうこう,秋
思ひ草,おもいぐさ,秋
思草,おもいぐさ,秋
万年青の前おき,おもとのまえおき,秋
万年青の実,おもとのみ,秋
親芋,おやいも,秋
親無子,おやなしご,秋
御山洗,おやまあらい,秋
オリーブの実,おりーぶのみ,秋
折掛,おりかけ,秋
折掛灯籠,おりかけとうろう・おりかけどうろう,秋
織姫,おりひめ,秋
疎抜大根,おろぬきだいこん,秋
おわら祭,おわらまつり,秋
おんこの実,おんこのみ,秋
音頭取,おんどとり,秋
女七夕,おんなたなばた・めたなばた,秋
女花,おんなばな,秋
貝殻草,かいがらぐさ,秋
貝細工草,かいざいく,秋
海州常山,かいしゅうじょうざん,秋
回青橙,かいせいとう,秋
海棠木瓜,かいどうぼけ,秋
貝割菜,かいわりな,秋
殻割菜,かいわりな,秋
貝割れ菜,かいわれな,秋
楓,かえで,秋
雞冠木,かえで,秋
槭樹,かえでのき,秋
かへで紅葉,かえでもみじ,秋
楓紅葉,かえでもみじ,秋
かへる秋,かえるあき,秋
帰る秋,かえるあき,秋
帰る燕,かえるつばめ,秋
火焰菜,かえんさい,秋
抱相撲,かかえずもう,秋
嗅し,かがし,秋
案山子,かがし・かかし,秋
河漢,かかん,秋
柿,かき,秋
柿渋,かきしぶ,秋
柿すだれ,かきすだれ,秋
柿搗歌,かきつきうた,秋
柿吊す,かきつるす,秋
柿なます,かきなます,秋
柿の秋,かきのあき,秋
柿の蒂落,かきのほぞおち,秋
柿の店,かきのみせ,秋
餓鬼幡,がきばた,秋
柿干す,かきほす,秋
柿祭,かきまつり,秋
籬豆,かきまめ,秋
柿餅,かきもち,秋
柿紅葉,かきもみじ,秋
夏期休暇果つ,かきゅうかはつ,秋
柿羊羹,かきようかん,秋
覚猷忌,かくゆうき,秋
隠座頭,かくれざとう,秋
筧草,かけいぐさ,秋
架稲,かけいね,秋
掛稲,かけいね,秋
駆鶉,かけうずら,秋
駈鶉,かけうずら,秋
かけ踊,かけおどり,秋
懸踊,かけおどり,秋
懸巣,かけす,秋
懸巣鳥,かけす,秋
掛索麵,かけそうめん,秋
懸煙草,かけたばこ,秋
影灯籠,かげどうろう,秋
蜉蝣,かげろう,秋
下弦,かげん,秋
下弦の月,かげんのつき,秋
鹿児島祭,かごしままつり,秋
鵲,かささぎ,秋
鵲の橋,かささぎのはし,秋
鰍,かじか,秋
芽子花,がしか,秋
鰍突く,かじかつく,秋
貸小袖,かしこそで,秋
樫鳥,かしどり,秋
橿鳥,かしどり,秋
梶の七葉,かじのななは,秋
梶の葉,かじのは,秋
梶葉売,かじのはうり,秋
梶の葉衣,かじのはごろも,秋
梶葉の歌,かじのはのうた,秋
梶の葉姫,かじのはひめ,秋
梶の鞠,かじのまり,秋
樫の実,かしのみ,秋
橿の実,かしのみ,秋
鹿島御神幸祭,かしまごしんこうさい,秋
鹿島祭,かしままつり,秋
梶鞠,かじまり,秋
何首烏芋,かしゅういも,秋
佳宵,かしょう,秋
歌女鳴く,かじょなく,秋
頭高,かしらだか,秋
柏散る,かしわちる・かしわちる,秋
柏の占,かしわのうら,秋
柏黄葉,かしわもみじ,秋
海霧,がす,秋
数搔く,かずかく,秋
霞網,かすみあみ,秋
化生,かせい,秋
風入れ,かぜいれ,秋
化生を弄す,かせいをろうす,秋
風聞草,かぜききぐさ・かざききぐさ,秋
かせぎ草,かせぎぐさ,秋
風草,かぜぐさ,秋
風爽か,かぜさやか,秋
風津波,かぜつなみ,秋
風の色,かぜのいろ,秋
風の盆,かぜのぼん,秋
風日待,かぜひまち,秋
風祭,かぜまつり,秋
風持草,かぜもちぐさ,秋
片鶉,かたうずら,秋
片口鰯,かたくちいわし,秋
片月見,かたつきみ,秋
片鳥屋,かたとや,秋
肩抜く鹿,かたぬくしか,秋
かたみ草,かたみぐさ,秋
片割月,かたわれづき,秋
花壇,かだん,秋
勝烏,かちがらす,秋
勝菊,かちぎく,秋
搗栗つくる,かちぐりつくる,秋
勝相撲,かちすもう,秋
勝海螺,かちばい,秋
鰹の烏帽子,かつおのえぼし,秋
桂男,かつらおとこ,秋
桂川の御禊,かつらがわのみそぎ,秋
桂の衣,かつらのころも,秋
桂の花,かつらのはな,秋
桂の宮相撲,かつらのみやすもう,秋
門茶,かどちゃ,秋
門火,かどび,秋
門まま,かどまま,秋
鉦叩,かねたたき,秋
鹿妻草,かのつまぐさ・しかつまぐさ,秋
蚊の名残,かのなごり,秋
樺火,かばび,秋
蛾眉,がび,秋
鹿火屋,かびや・かひや,秋
鹿火屋守,かひやもり,秋
火旻,かびん,秋
兜菊,かぶとぎく,秋
兜花,かぶとばな,秋
蕪蒔く,かぶまく,秋
花圃,かほ,秋
南瓜,かぼちゃ,秋
南瓜忌,かぼちゃき,秋
鎌あげ,かまあげ,秋
鎌祝,かまいわい,秋
鎌祝ひ,かまいわい,秋
鎌納め,かまおさめ,秋
鎌切,かまきり,秋
蟷螂,かまきり・とうろう,秋
かま草,かまくさ,秋
鎌倉八幡祭,かまくらはちまんまつり,秋
鎌しめ,かましめ,秋
鎌帛,かましめ,秋
莢蒾の実,がまずみのみ,秋
蒲の穂絮,がまのほわた,秋
蒲の絮,がまのわた,秋
鎌はじめ,かまはじめ,秋
鎌払ひ,かまはらい,秋
釜蓋朔日,かまぶたついたち,秋
竈山祭,かまやままつり,秋
上方相撲,かみがたすもう,秋
紙砧,かみきぬた,秋
上難波祭,かみなんばまつり,秋
上の弓張,かみのゆみはり,秋
亀戸天神祭,かめいどてんじんまつり,秋
亀山院御忌,かめやまいんぎょき,秋
鴨来る,かもくる・かもきたる,秋
鴨渡る,かもわたる,秋
茅,かや,秋
萱,かや,秋
萱が軒端,かやがのきば,秋
萱刈る,かやかる,秋
萱きり,かやきり,秋
㡡仕舞ふ,かやしまう,秋
蚊帳に雁を描く,かやにかりをえがく,秋
蚊帳の名残,かやのなごり,秋
㡡の名残,かやのなごり,秋
萱の軒場,かやののきば,秋
蚊帳の果,かやのはて,秋
㡡の果,かやのはて,秋
萱の穂,かやのほ,秋
榧の実,かやのみ,秋
蚊帳の別れ,かやのわかれ,秋
㡡の別れ,かやのわかれ,秋
萱原,かやはら,秋
萱葺く,かやふく,秋
萱穂の衣,かやほのころも,秋
蚊帳を干す,かやをほす,秋
韓藍の花,からあいのはな,秋
唐藷,からいも,秋
唐臼,からうす,秋
唐荏,からえ,秋
唐檞,からかしわ,秋
芥子漬製す,からしづけせいす,秋
芥菜蒔く,からしなまく,秋
烏瓜,からすうり,秋
王瓜,からすうり,秋
玉瓜,からすうり,秋
鴉の子別れ,からすのこわかれ,秋
鱲子,からすみ,秋
からすみ鰡,からすみぼら,秋
空棚,からだな,秋
唐梨,からなし,秋
唐撫子,からなでしこ,秋
からの混群,からのこんぐん,秋
からの群,からのむれ,秋
から萩,からはぎ,秋
唐花草,からはなそう,秋
樺太河原鶸,からふとかわらひわ,秋
から群るる,からむるる,秋
雀類の混群,からるいのこんぐん,秋
鴈,かり,秋
雁,かり・がん,秋
刈上,かりあげ,秋
刈上げ,かりあげ,秋
刈上の節供,かりあげのせっく,秋
刈上の節供,かりあげのせっく,秋
刈葦,かりあし,秋
刈稲,かりいね,秋
刈生の薄,かりうのすすき,秋
刈小田,かりおだ,秋
雁が音,かりがね,秋
雁金,かりがね,秋
かりがね寒き,かりがねさむき,秋
雁来る,かりきたる,秋
刈集,かりずめ,秋
刈田,かりた,秋
刈田面,かりたづら,秋
刈り田の衣,かりたのころも,秋
刈田原,かりたはら,秋
刈田道,かりたみち,秋
刈詰,かりづめ,秋
雁鳴く,かりなく,秋
雁の琴柱,かりのことじ,秋
雁の衣,かりのころも,秋
雁の棹,かりのさお,秋
雁の玉章,かりのたまずさ,秋
雁の便り,かりのたより,秋
雁の使,かりのつかい,秋
雁の列,かりのつら・かりのれつ,秋
雁の涙,かりのなみだ,秋
雁の書,かりのふみ,秋
雁の文字,かりのもじ,秋
刈干,かりぼし,秋
刈安,かりやす,秋
雁渡し,かりわたし,秋
雁渡る,かりわたる,秋
花梨の実,かりんのみ,秋
榠樝の実,かりんのみ,秋
刈萱,かるかや,秋
かる草,かるくさ,秋
枯草の露,かれくさのつゆ,秋
枯野の色,かれののいろ,秋
枯野の露,かれののつゆ,秋
川をこぜ,かわおこぜ,秋
川鰍,かわかじか,秋
河胡桃,かわくるみ,秋
蛙穴に入る,かわずあなにいる,秋
川鱸,かわすずき,秋
川施餓鬼,かわせがき,秋
皮茸,かわたけ,秋
川苔,かわのり,秋
川海苔,かわのり,秋
川雲雀,かわひばり,秋
川原撫子,かわらなでしこ,秋
河原鳳仙花,かわらほうせんか,秋
観音草,かんおんそう,秋
勧学会,かんがくえ,秋
雁来瘡,がんがさ,秋
雁瘡,がんがさ・がんそう,秋
観菊御宴,かんぎくぎょえん,秋
歓喜日,かんぎび,秋
観月,かんげつ,秋
雁行,がんこう,秋
願糸,がんし,秋
雁字,がんじ,秋
癇癪花火,かんしゃくはなび,秋
含羞忌,がんしゅうき,秋
雁陣,がんじん,秋
勧進相撲,かんじんずもう,秋
寒蟬,かんせん,秋
寒蟬,かんせん,秋
寒蟬鳴く,かんせんなく,秋
神田祭,かんだまつり,秋
神田明神祭,かんだみょうじんまつり,秋
邯鄲,かんたん,秋
竿灯,かんとう,秋
神嘗祭,かんなめのまつり・かんなめさい・しんじょうさい,秋
旱魃田,かんばつでん,秋
観楓,かんぷう,秋
神衣祭,かんみぞのまつり,秋
雁来紅,がんらいこう,秋
雁来月,がんらいづき・かりくづき,秋
寒露,かんろ,秋
黄脚鴫,きあししぎ,秋
帰燕,きえん,秋
祇園坊,ぎおんぼう,秋
黄烏瓜,きからすうり,秋
黄顙魚,きぎう・ぎぎ,秋
黄菊,きぎく,秋
利酒,ききざけ,秋
桔梗,ききょう,秋
桔梗の衣,ききょうのころも,秋
菊,きく,秋
菊合,きくあわせ,秋
菊戴,きくいただき,秋
菊芋,きくいも,秋
菊牛,きくうし,秋
菊襲,きくがさね,秋
菊襲の衣,きくがさねのころも,秋
菊花展,きくかてん,秋
菊瓶,きくがめ,秋
菊供養,きくくよう,秋
菊くらべ,きくくらべ,秋
黄草,きぐさ,秋
菊咲月,きくさきづき,秋
菊酒,きくざけ,秋
菊師,きくし,秋
菊水,きくすい,秋
菊吸,きくすい,秋
菊虎,きくすい,秋
菊吸天牛,きくすいかみきり,秋
きくすひ天牛,きくすいかみきり,秋
菊吸虫,きくすいむし,秋
菊居,きくすえ,秋
菊大輪,きくたいりん,秋
菊月,きくづき,秋
菊作り,きくづくり,秋
菊展,きくてん,秋
菊時,きくどき,秋
菊膾,きくなます,秋
菊人形,きくにんぎょう,秋
菊人形展,きくにんぎょうてん,秋
菊の秋,きくのあき,秋
菊の主,きくのあるじ,秋
菊の絵櫃,きくのえひつ,秋
菊の宴,きくのえん,秋
菊の著綿,きくのきせわた,秋
菊の着綿,きくのきせわた,秋
菊残る,きくのこる,秋
菊の酒,きくのさけ,秋
菊の節供,きくのせっく,秋
菊の染綿,きくのそめわた,秋
菊の露,きくのつゆ,秋
菊の友,きくのとも,秋
菊の日,きくのひ,秋
菊の枕,きくのまくら,秋
菊の宿,きくのやど,秋
菊の綿,きくのわた,秋
菊畑,きくばたけ,秋
菊雛,きくびな,秋
菊日和,きくびより,秋
菊枕,きくまくら・きくちん,秋
闘菊,きくをたたかわす,秋
伎芸天慶讃法要,ぎげいてんけいさんほうよう,秋
黄鶏頭,きけいとう,秋
乞巧奠,きこうでん・きっこうてん,秋
枳殻の実,きこくのみ・からたちのみ,秋
樵木虫,きこりむし,秋
樵虫,きこりむし,秋
きざ柿,きざがき,秋
木豇豆,きささげ,秋
岸釣,きしづり,秋
生渋,きしぶ,秋
木渋桶,きしぶおけ,秋
季秋,きしゅう,秋
義秀忌,ぎしゅうき,秋
鬼城忌,きじょうき,秋
木酢,きず,秋
既生魄,きせいはく,秋
黄鶺鴒,きせきれい,秋
きせる草,きせるそう,秋
木曾踊,きそおどり,秋
木たたき,きたたき,秋
北野芋茎祭,きたのずいきまつり,秋
北野瑞饋祭,きたのずいきまつり,秋
北野煤払,きたのすすはらい,秋
北野祭,きたのまつり,秋
北野御手水,きたのみちょうず,秋
北祭,きたまつり,秋
北山祭,きたやままつり,秋
吉祥草,きちじょうそう,秋
菊花宴,きっかえん,秋
菊花の酒,きっかのさけ・きくかのさけ,秋
乞巧瓜,きっこううり,秋
菊黄花あり,きっこうかあり,秋
乞巧棚,きっこうだな,秋
乞巧針,きっこうはり,秋
啄木鳥,きつつき,秋
木突,きつつき,秋
狐花,きつねばな,秋
黄つりふね,きつりふね,秋
衣被,きぬかつぎ,秋
衣被ぎ,きぬかつぎ,秋
砧,きぬた,秋
砧打つ,きぬたうつ,秋
砧槌,きぬたづち,秋
砧の槌,きぬたのつち,秋
砧盤,きぬたばん,秋
砧拍子,きぬたびょうし,秋
茸,きのこ,秋
菌,きのこ,秋
茸売,きのこうり,秋
茸籠,きのこかご,秋
菌狩,きのこがり,秋
茸とり,きのことり,秋
茸採り,きのことり,秋
茸番,きのこばん,秋
茸日和,きのこびより,秋
茸干す,きのこほす,秋
茸飯,きのこめし,秋
木茸,きのたけ,秋
黄ばむ,きばむ,秋
黍,きび,秋
黍嵐,きびあらし,秋
黍刈る,きびかる,秋
黍団子,きびだんご,秋
黍の穂,きびのほ,秋
黍畑,きびばた,秋
黍引く,きびひく,秋
貴船菊,きぶねぎく,秋
貴船祭,きぶねさい,秋
貴船神事,きぶねしんじ,秋
貴船の狭小神輿,きぶねのささみこし,秋
既望,きぼう,秋
気虫,きむし,秋
木守,きもり・きまもり,秋
逆の峯入,ぎゃくのみねいり,秋
逆峯,ぎゃくみね,秋
黄柳,きやなぎ,秋
伽羅柿,きゃらがき,秋
伽羅木の実,きゃらぼくのみ,秋
黄やんま,きやんま,秋
休暇明,きゅうかあけ,秋
休暇了う,きゅうかしまう,秋
休暇果つ,きゅうかはつ,秋
九孔の針,きゅうこうのはり,秋
球根秋植う,きゅうこんあきうう,秋
球根植う,きゅうこんうう,秋
九枝灯,きゅうしとう,秋
九秋,きゅうしゅう,秋
牛女,ぎゅうじょ,秋
京官除目,きょうかんじもく,秋
経木流,きょうぎながし,秋
凶作,きょうさく,秋
京女鴫,きょうじょしぎ,秋
行水名残,ぎょうずいなごり,秋
行水の果,ぎょうずいのはて,秋
京相撲,きょうすもう,秋
暁星祭,ぎょうせいさい,秋
凶年,きょうねん,秋
今日の秋,きょうのあき,秋
今日の菊,きょうのきく,秋
今日の月,きょうのつき,秋
行夜,ぎょうや,秋
玉鼓,ぎょくこ,秋
玉蟾,ぎょくせん,秋
玉魫蘭,ぎょくちんらん,秋
玉兎,ぎょくと,秋
清水千日詣,きよみずせんにちもうで,秋
清水星下り,きよみずほしくだり,秋
去来忌,きょらいき,秋
許六忌,きょりくき,秋
霧,きり,秋
螽蟖,きりぎりす,秋
切子,きりこ,秋
切籠,きりこ,秋
切子踊,きりこおどり,秋
切子灯籠,きりことうろう・きりこどうろう,秋
霧時雨,きりしぐれ,秋
霧雫,きりしずく,秋
霧島祭,きりしままつり,秋
霧立人,きりたちひと,秋
桐散る,きりちる,秋
桐の秋,きりのあき,秋
霧の海,きりのうみ,秋
霧の香,きりのか,秋
霧の雫,きりのしずく,秋
霧の下道,きりのしたみち,秋
霧の谷,きりのたに,秋
霧の帳,きりのとばり,秋
桐の葉落つ,きりのはおつ,秋
霧の籬,きりのまがき,秋
桐の実,きりのみ,秋
霧原の駒,きりはらのこま,秋
桐一葉,きりひとは,秋
霧襖,きりぶすま,秋
黄連雀,きれんじゃく,秋
金えのころ,きんえのころ,秋
金狗尾草,きんえのころぐさ,秋
銀河,ぎんが,秋
金柑,きんかん,秋
金橘,きんかん,秋
銀漢,ぎんかん,秋
金魚ねぶた,きんぎょねぶた,秋
金魚花火,きんぎょはなび,秋
金魚品評会,きんぎょひんぴょうかい,秋
金化粧,きんけしょう,秋
銀化粧,ぎんけしょう,秋
金胡麻,きんごま,秋
銀山猿子,ぎんざんましこ,秋
金翅雀,きんしじゃく,秋
金雀,きんじゃく,秋
金秋,きんしゅう,秋
錦繡の林,きんしゅうのはやし,秋
金商,きんしょう,秋
金鐘児,きんしょうじ,秋
金線草,きんせんそう,秋
金草,きんそう,秋
銀兎,ぎんと,秋
金冬瓜,きんとうが,秋
紅南瓜,きんとうが,秋
銀杏,ぎんなん,秋
金雲雀,きんひばり,秋
金琵琶,きんびわ,秋
金風,きんぷう,秋
金目貫,きんめぬき,秋
金木犀,きんもくせい,秋
銀木犀,ぎんもくせい,秋
銀やんま,ぎんやんま,秋
金鈴子,きんれいし,秋
銀浪,ぎんろう,秋
銀湾,ぎんわん,秋
九月,くがつ,秋
九月蚊帳,くがつがや,秋
九月狂言,くがつきょうげん,秋
九月芝居,くがつしばい,秋
九月尽,くがつじん,秋
九月尽く,くがつつく,秋
九月場所,くがつばしょ,秋
枸橘,くきつ,秋
枸杞子,くこし,秋
枸杞酒,くこしゅ,秋
枸杞の実,くこのみ,秋
草市,くさいち,秋
草烏頭,くさうず,秋
草槐掘る,くさえんじゅほる,秋
草刈馬,くさかりうま,秋
草刈相撲,くさかりすもう,秋
草枯に花残る,くさがれにはなのこる,秋
草木の錦,くさきのにしき,秋
臭木の花,くさぎのはな,秋
常山木の花,くさぎのはな,秋
臭木の実,くさぎのみ,秋
常山木の葉,くさぎのみ,秋
草きり,くさきり,秋
臭桐,くさぎり,秋
草鴫,くさしぎ,秋
草じらみ,くさじらみ,秋
草虱,くさじらみ,秋
草相撲,くさずもう,秋
草津月,くさつづき,秋
草泊,くさどまり,秋
草の市,くさのいち,秋
草の色,くさのいろ,秋
草の色づく,くさのいろづく,秋
草の香,くさのか,秋
草の錦,くさのにしき,秋
草の主,くさのぬし,秋
草の初花,くさのはつはな,秋
草の花,くさのはな,秋
草の穂,くさのほ,秋
草の穂絮,くさのほわた,秋
草の実,くさのみ,秋
草の実飛ぶ,くさのみとぶ,秋
草の紅葉,くさのもみじ,秋
草の絮,くさのわた,秋
草花,くさばな,秋
草花秋蒔く,くさばなあきまく,秋
草花売,くさばなうり,秋
草稗,くさびえ,秋
草雲雀,くさひばり,秋
草木瓜の実,くさぼけのみ,秋
草牡丹,くさぼたん,秋
草牡丹,くさぼたん,秋
草神輿,くさみこし,秋
草紅葉,くさもみじ,秋
草山,くさやま,秋
串柿,くしがき,秋
串柿造る,くしがきつくる,秋
葛,くず,秋
葛かづら,くずかずら,秋
葛砧,くずきぬた,秋
葛根掘る,くずねほる,秋
葛の葉,くずのは,秋
葛の葉うら,くずのはうら,秋
葛の葉かへす,くずのはかえす,秋
葛の花,くずのはな,秋
葛の花残る,くずのはなのこる,秋
樟の実,くすのみ,秋
葛引く,くずひく,秋
葛掘る,くずほる,秋
薬採る,くすりとる,秋
薬掘る,くすりほる,秋
崩れ簗,くずれやな,秋
下り鮎,くだりあゆ,秋
下り鰻,くだりうなぎ,秋
降り月,くだりづき,秋
下り月,くだりづき,秋
下り簗,くだりやな,秋
梔子の実,くちなしのみ,秋
山梔子の実,くちなしのみ,秋
口女,くちめ,秋
轡虫,くつわむし,秋
国男忌,くにおき,秋
九日小袖,くにちこそで,秋
櫟の実,くぬぎのみ,秋
櫟紅葉,くぬぎもみじ,秋
九年母,くねんぼ,秋
颶風,ぐふう,秋
苦匏,くほう,秋
熊栗架を搔く,くまくりだなをかく,秋
熊げら,くまげら,秋
熊の栗棚,くまのくりだな,秋
熊の架,くまのたな,秋
茱萸,ぐみ,秋
茱萸酒,ぐみざけ,秋
組みねぶた,くみねぶた,秋
茱萸の佩,ぐみのおびもの,秋
茱萸の酒,ぐみのさけ,秋
茱萸の袋,ぐみのふくろ,秋
茱萸の囊,ぐみのふくろ,秋
曇る名月,くもるめいげつ,秋
供養踊,くようおどり,秋
鞍馬の火祭,くらまのひまつり,秋
鞍馬祭,くらままつり,秋
苦参,くらら,秋
苦参引く,くららひく,秋
栗,くり,秋
栗おこは,くりおこわ,秋
栗強飯,くりおこわ,秋
栗鹿の子,くりかのこ,秋
栗きんとん,くりきんとん,秋
栗子餅,くりこもち,秋
栗茸,くりたけ,秋
栗棚,くりだな,秋
栗の子餅,くりのこもち,秋
栗の粉餅,くりのこもち,秋
栗のしぎ虫,くりのしぎむし,秋
栗の節句,くりのせっく,秋
栗の虫,くりのむし,秋
栗林,くりばやし,秋
栗饅頭,くりまんじゅう,秋
栗虫,くりむし,秋
栗蒸羊羹,くりむしようかん,秋
栗名月,くりめいげつ,秋
栗飯,くりめし,秋
栗もたし,くりもたし,秋
栗山,くりやま,秋
栗羊羹,くりようかん,秋
来る秋,くるあき,秋
狂ひ菊,くるいぎく,秋
来る雁,くるかり,秋
胡桃,くるみ,秋
胡桃割る,くるみわる,秋
暮の秋,くれのあき,秋
くれのおもの実,くれのおものみ,秋
呉服祭,くれはまつり,秋
黒いもむし,くろいもむし,秋
黒皮茸,くろかわたけ,秋
黒胡麻,くろごま,秋
黒鶴,くろづる,秋
黒鯊,くろはぜ,秋
黒葡萄,くろぶどう,秋
黒酸漿,くろほおずき,秋
黒舞茸,くろまい,秋
黒豆おろし,くろまめおろし,秋
黒豆なます,くろまめなます,秋
黒やんま,くろやんま,秋
粟奴,くろんぼう,秋
桑括る,くわくくる,秋
聒聒児,くわっくわっじ,秋
君遷子,くんせんし,秋
羣鳥羞を養ふ,ぐんちょうしゅうをやしなう,秋
夏明き,げあき,秋
鶏冠,けいかん,秋
桂月,けいげつ・かつらづき,秋
芸術祭,げいじゅつさい,秋
鶏栖子,けいせいし,秋
鶏頭,けいとう,秋
鶏頭花,けいとうか,秋
毛犬稗,けいぬひえ,秋
黄独,けいも,秋
桂郎忌,けいろうき,秋
敬老の日,けいろうのひ,秋
夏書納,げがきおさめ,秋
解夏,げげ,秋
解夏草,げげそう,秋
今朝の秋,けさのあき,秋
罌粟蒔く,けしまく,秋
花扇,けせん・はなおうぎ,秋
花扇の使,けせんのつかい,秋
月下,げっか,秋
月宮殿,げっきゅうでん,秋
月光,げっこう,秋
月蝕,げっしょく,秋
結草虫,けっそうちゅう,秋
月明,げつめい,秋
月鈴子,げつれいし,秋
月鈴児,げつれいじ,秋
夏の果,げのはて,秋
気比祭,けひまつり,秋
毛見,けみ,秋
検見,けみ,秋
毛見立,けみだて,秋
毛見の衆,けみのしゅう,秋
毛見の日,けみのひ,秋
毛見の前,けみのまえ,秋
毛見の賂い,けみのまかない,秋
毛見の賂ひ,けみのまかない,秋
毛見果,けみはて,秋
毛見迎,けみむかえ,秋
毛桃,けもも,秋
螻蛄鳴く,けらなく,秋
懸崖菊,けんがいぎく,秋
喧嘩ねぶた,けんかねぶた,秋
牽牛,けんぎゅう,秋
牽牛星,けんぎゅうせい,秋
弦月,げんげつ,秋
幻月,げんげつ,秋
玄月,げんげつ,秋
紫雲英蒔く,げんげまく・げんげそうまく,秋
玄鳥帰る,げんちょうかえる,秋
玄兎,げんと,秋
原爆忌,げんばくき,秋
原爆の日,げんばくのひ,秋
枳椇,けんぽなし,秋
玄圃梨,けんぽなし,秋
源義忌,げんよしき,秋
建蘭,けんらん,秋
小赤げら,こあかげら,秋
小粟,こあわ,秋
恋をしへ鳥,こいおしえどり,秋
御一新草,ごいっしんぐさ,秋
子芋,こいも,秋
小鰯,こいわし,秋
小鰯引く,こいわしひく,秋
香円,こうえん,秋
黄花,こうか,秋
姮娥,こうが,秋
鴻雁来る,こうがんきたる,秋
鴻雁来賓す,こうがんらいひんす,秋
紅玉,こうぎょく,秋
黄纐纈の林,こうこうけつのはやし,秋
皇后誕生日,こうごうたんじょうび,秋
柑子,こうじ,秋
甘子,こうじ,秋
柑子蜜柑,こうじみかん,秋
紅樹,こうじゅ,秋
高秋,こうしゅう,秋
甲州葡萄,こうしゅうぶどう,秋
定考,こうじょう,秋
洪水,こうずい,秋
香水蘭,こうすいらん,秋
香草,こうそう,秋
梗草,こうそう,秋
楮の鞠,こうぞのまり,秋
高台院忌,こうだいいんき,秋
高台忌,こうだいき,秋
高台寺殿忌,こうだいじでんき,秋
革蕈,こうたけ,秋
候鳥,こうちょう,秋
香橙,こうとう,秋
紅梅草,こうばいぐさ,秋
紅楓,こうふう,秋
黄葉,こうよう・もみじ,秋
紅葉忌,こうようき,秋
高麗鴉,こうらいがらす,秋
高麗黍,こうらいきび,秋
高麗胡椒,こうらいこしょう,秋
黄落,こうらく,秋
黄落期,こうらくき,秋
高梁,こうりゃん,秋
子うるか,こうるか,秋
黄櫨木の実,こうろぎのみ,秋
蛬,こおろぎ,秋
蛼,こおろぎ,秋
蟋蟀,こおろぎ,秋
小柿,こがき,秋
空閑梨,こがなし,秋
黄金草,こがねぐさ,秋
小かまきり,こかまきり,秋
小雀,こがら,秋
小雁,こかりがね,秋
御器洗祭,ごきあらいまつり,秋
小菊,こぎく,秋
胡鬼の子,こぎのこ,秋
黒雁,こくがん,秋
国体,こくたい,秋
国体大会,こくたいたいかい,秋
国民体育大会,こくみんたいいくたいかい,秋
